Age,Gender,College_Tier,Specialization,CGPA,DSA_Problems_Solved,Internships,Certifications,Projects_Count,Communication_Skills
22,Other,Tier 3,Civil,8.05,484,3,6,5,46
23,Female,Tier 2,Civil,7.21,0,1,8,12,40
18,Other,Tier 2,Electronics,6.95,76,2,4,3,83
19,Other,Tier 1,Mechanical,8.8,378,2,5,7,79
25,Female,Tier 3,AI/ML,8.17,298,0,8,4,45
21,Other,Tier 3,Information Technology,7.14,280,2,5,6,80
18,Male,Tier 3,Mechanical,6.79,225,0,0,7,48
22,Female,Tier 2,Data Science,5.96,170,1,3,5,46
20,Male,Tier 3,Computer Science,6.06,147,3,6,11,87
25,Other,Tier 2,Mechanical,6.51,96,2,2,1,85
22,Male,Tier 3,Data Science,8.65,224,2,6,1,90
23,Other,Tier 2,Data Science,7.03,275,3,4,3,48
20,Female,Tier 1,Data Science,7.1,149,1,7,3,69
18,Male,Tier 3,Information Technology,7.38,0,3,8,6,51
18,Male,Tier 3,AI/ML,8.46,309,1,9,7,85
22,Female,Tier 2,Information Technology,8.13,63,2,9,9,55
18,Female,Tier 3,Information Technology,7.97,374,3,10,10,51
22,Female,Tier 1,Mechanical,8.13,260,2,10,8,77
24,Male,Tier 3,Information Technology,4.5,287,3,3,10,60
19,Other,Tier 3,Information Technology,7.05,458,1,3,11,61
25,Female,Tier 3,AI/ML,7.96,250,1,3,9,98
25,Other,Tier 1,Mechanical,4.63,37,2,10,3,91
18,Male,Tier 1,Electronics,7.15,125,0,6,11,66
25,Female,Tier 3,Computer Science,6.24,163,1,9,1,76
18,Male,Tier 3,Information Technology,8.13,402,3,8,12,70
24,Female,Tier 2,Information Technology,8.03,273,0,4,9,52
20,Other,Tier 2,AI/ML,6.98,495,2,4,4,88
25,Other,Tier 2,Mechanical,6.26,303,0,2,7,91
19,Male,Tier 2,Information Technology,5.08,295,2,9,2,56
18,Female,Tier 1,Information Technology,6.42,310,4,9,1,70
22,Female,Tier 1,Data Science,6.88,18,3,1,8,47
21,Other,Tier 1,AI/ML,7.02,339,1,3,7,99
24,Female,Tier 2,Information Technology,7.26,53,0,8,2,87
22,Female,Tier 3,Electronics,8.55,235,3,6,12,83
24,Other,Tier 3,Computer Science,6.4,0,2,6,3,95
18,Other,Tier 2,Information Technology,7.23,417,2,5,7,96
21,Female,Tier 1,Computer Science,8.23,185,2,0,6,83
25,Other,Tier 3,Data Science,7.68,471,2,10,1,95
21,Other,Tier 3,Information Technology,7.38,350,2,10,11,55
23,Other,Tier 3,Mechanical,4.5,450,1,7,12,43
25,Male,Tier 3,Information Technology,5.48,330,2,9,7,78
18,Male,Tier 3,Civil,7.96,538,0,1,4,48
24,Male,Tier 1,AI/ML,7.62,402,1,8,9,58
19,Other,Tier 2,Information Technology,6.96,389,2,5,2,86
23,Other,Tier 3,AI/ML,6.39,253,0,5,6,96
24,Male,Tier 1,Information Technology,8.98,310,0,2,9,89
25,Male,Tier 2,AI/ML,7.03,613,1,9,11,66
25,Female,Tier 2,Information Technology,5.72,296,1,0,8,83
19,Other,Tier 3,Information Technology,6.08,178,2,8,9,43
18,Other,Tier 3,Civil,8.6,379,0,0,6,73
25,Other,Tier 2,Electronics,6.57,336,1,6,2,77
21,Female,Tier 3,Electronics,6.3,389,1,5,4,99
24,Male,Tier 1,Mechanical,8.42,323,2,2,3,90
23,Male,Tier 1,Mechanical,6.07,63,1,8,11,71
19,Other,Tier 2,Electronics,7.88,217,3,0,5,70
20,Other,Tier 1,Electronics,7.28,601,3,7,8,55
19,Other,Tier 3,Mechanical,5.76,101,2,7,12,54
23,Other,Tier 2,Electronics,7.39,442,1,9,11,83
22,Female,Tier 2,Data Science,7.05,169,2,6,2,98
25,Female,Tier 2,Mechanical,7.09,482,1,7,11,50
25,Female,Tier 2,Data Science,8.87,156,0,9,2,99
20,Other,Tier 1,Civil,8.47,107,0,0,1,60
25,Male,Tier 2,Civil,7.56,471,1,0,6,86
24,Male,Tier 3,Information Technology,8.06,178,3,1,3,52
21,Female,Tier 3,AI/ML,7.24,134,3,5,10,100
20,Other,Tier 1,Information Technology,7.57,328,0,6,1,73
20,Other,Tier 3,AI/ML,7.4,36,1,6,4,43
21,Female,Tier 3,Mechanical,7.26,332,0,7,11,76
22,Female,Tier 3,Information Technology,4.66,131,0,2,10,65
20,Other,Tier 3,Mechanical,5.8,443,1,7,9,50
22,Other,Tier 1,Electronics,6.62,362,1,1,2,69
20,Female,Tier 3,Electronics,7.67,217,2,9,9,69
23,Other,Tier 2,AI/ML,6.78,93,2,0,6,52
21,Other,Tier 3,Computer Science,9.43,197,2,0,6,45
20,Male,Tier 3,Civil,5.52,291,0,6,9,55
21,Female,Tier 3,Data Science,6.58,281,2,2,2,58
25,Male,Tier 1,Mechanical,5.76,33,2,9,1,93
21,Female,Tier 3,Data Science,7.49,291,1,1,7,68
24,Male,Tier 3,Mechanical,6.37,547,1,5,10,62
23,Other,Tier 3,Information Technology,7.28,299,3,7,11,48
19,Male,Tier 3,Electronics,8.09,453,3,8,8,49
25,Other,Tier 1,Civil,8.33,424,0,4,2,41
22,Other,Tier 2,Mechanical,7.76,158,1,8,11,47
24,Female,Tier 1,Information Technology,5.73,216,1,4,8,82
23,Other,Tier 2,Information Technology,7.83,245,2,2,3,80
24,Female,Tier 3,Electronics,5.51,134,2,5,7,81
21,Other,Tier 2,Electronics,6.88,120,1,2,5,63
21,Female,Tier 1,Data Science,7.59,222,2,10,11,51
18,Male,Tier 3,Electronics,6.07,172,1,9,12,75
25,Other,Tier 1,Electronics,6.76,285,0,0,11,76
25,Male,Tier 1,Data Science,8.26,246,0,9,9,47
18,Male,Tier 3,Civil,8.78,0,1,9,2,83
24,Female,Tier 2,Mechanical,7.45,407,1,2,6,68
19,Male,Tier 2,Civil,6.13,228,1,6,3,89
22,Female,Tier 1,Computer Science,7.06,370,2,10,9,79
19,Female,Tier 3,Computer Science,6.36,8,3,0,5,51
24,Female,Tier 1,Electronics,7.2,187,1,1,6,51
20,Other,Tier 3,Mechanical,6.85,217,2,4,12,63
25,Other,Tier 1,Civil,7.21,203,1,6,3,41
23,Other,Tier 1,AI/ML,7.45,176,3,10,7,40
22,Male,Tier 3,Mechanical,7.19,428,2,3,6,52
19,Other,Tier 1,Data Science,9.41,420,3,2,2,53
23,Female,Tier 3,Data Science,6.19,413,4,5,3,95
18,Other,Tier 3,Information Technology,6.57,469,3,2,12,40
21,Male,Tier 2,Information Technology,7.39,95,2,10,10,53
25,Male,Tier 2,AI/ML,6.31,0,0,6,3,68
19,Other,Tier 3,Electronics,7.22,325,2,8,8,80
22,Other,Tier 3,Data Science,8.24,271,0,6,8,62
18,Other,Tier 2,Mechanical,6.7,140,2,7,11,72
19,Other,Tier 3,AI/ML,7.52,235,3,7,8,78
21,Male,Tier 1,Information Technology,7.23,38,1,10,12,46
18,Male,Tier 2,AI/ML,9.34,252,1,1,10,54
19,Female,Tier 2,Information Technology,6.04,574,3,9,8,74
23,Other,Tier 3,Computer Science,7.41,431,2,6,1,72
22,Female,Tier 1,AI/ML,6.75,159,1,10,3,91
20,Female,Tier 1,Data Science,5.91,105,2,2,7,81
19,Male,Tier 2,Computer Science,7.46,70,0,7,10,96
18,Other,Tier 3,Mechanical,9.23,373,2,2,7,73
24,Other,Tier 1,Mechanical,7.42,327,2,10,3,47
18,Other,Tier 3,Mechanical,5.05,399,0,4,4,77
18,Male,Tier 2,Data Science,7.53,207,2,6,3,65
25,Female,Tier 2,Electronics,8.93,285,3,7,10,73
19,Female,Tier 3,AI/ML,7.87,221,2,3,3,48
22,Other,Tier 3,Information Technology,8.11,384,0,10,5,71
22,Female,Tier 3,Mechanical,7.8,617,1,0,8,92
21,Female,Tier 3,Electronics,6.23,148,4,10,6,81
23,Male,Tier 1,Information Technology,6.94,73,1,7,1,79
19,Other,Tier 3,Data Science,6.23,161,0,5,10,85
19,Female,Tier 3,Civil,9.1,0,1,0,2,43
21,Female,Tier 1,Data Science,7.55,338,3,2,3,91
22,Male,Tier 3,Mechanical,8.0,387,3,3,4,47
21,Male,Tier 1,Mechanical,7.58,217,0,7,2,78
19,Other,Tier 3,Civil,8.83,294,1,8,2,78
21,Other,Tier 2,Data Science,6.07,123,1,3,6,78
20,Female,Tier 1,Information Technology,6.73,169,3,2,12,51
23,Other,Tier 2,AI/ML,8.31,351,1,2,4,63
18,Female,Tier 2,Mechanical,7.04,134,1,2,3,85
23,Other,Tier 2,Civil,7.55,354,2,8,10,91
19,Female,Tier 3,Computer Science,6.1,184,0,4,3,86
22,Female,Tier 3,Mechanical,7.01,227,1,1,11,99
19,Other,Tier 3,Computer Science,7.51,83,2,6,10,60
18,Male,Tier 2,Computer Science,8.53,227,2,1,8,65
18,Male,Tier 1,AI/ML,7.77,543,1,8,4,94
21,Female,Tier 2,Mechanical,5.61,317,1,6,5,40
22,Male,Tier 3,Information Technology,6.43,197,0,7,9,92
21,Female,Tier 3,AI/ML,6.23,221,1,10,12,93
24,Female,Tier 1,Data Science,7.69,418,1,2,4,100
19,Female,Tier 3,Electronics,7.26,286,1,3,9,91
22,Other,Tier 2,Electronics,7.35,277,0,7,5,67
22,Other,Tier 3,Computer Science,8.65,440,1,5,11,92
21,Other,Tier 3,Information Technology,7.34,407,1,3,11,46
25,Other,Tier 2,Data Science,6.86,277,2,5,8,87
18,Female,Tier 1,Information Technology,5.58,326,1,4,11,58
21,Female,Tier 3,Data Science,6.78,229,2,9,8,55
23,Male,Tier 3,Electronics,8.35,78,3,1,11,91
25,Male,Tier 1,Information Technology,8.07,257,0,5,10,65
18,Female,Tier 3,Information Technology,7.5,212,3,0,10,62
25,Other,Tier 1,Mechanical,7.28,309,1,6,4,87
19,Other,Tier 2,Electronics,7.26,286,0,10,7,51
24,Other,Tier 3,Computer Science,6.93,275,2,2,11,92
20,Male,Tier 2,Computer Science,6.23,321,0,6,8,71
24,Male,Tier 2,Information Technology,6.61,69,1,1,5,45
21,Male,Tier 2,Information Technology,9.14,368,1,7,5,51
20,Male,Tier 2,AI/ML,8.08,334,3,4,2,63
20,Female,Tier 1,Data Science,8.19,268,2,9,3,82
25,Female,Tier 3,Information Technology,8.16,256,2,6,5,82
25,Male,Tier 2,Information Technology,7.91,359,2,6,11,90
23,Male,Tier 1,Information Technology,8.31,234,0,10,4,43
18,Male,Tier 3,Mechanical,7.83,241,4,4,9,93
20,Male,Tier 3,Computer Science,5.22,329,2,3,9,88
19,Male,Tier 2,Civil,4.67,356,4,8,8,73
19,Female,Tier 3,Information Technology,7.69,245,2,2,7,81
25,Male,Tier 2,Civil,5.92,198,0,7,9,59
21,Female,Tier 3,Information Technology,6.7,0,1,3,9,47
22,Female,Tier 1,Data Science,6.6,137,1,4,1,68
23,Other,Tier 3,Civil,7.02,164,0,3,5,75
21,Other,Tier 3,Computer Science,7.59,296,3,2,12,98
23,Other,Tier 2,Electronics,6.76,518,0,1,6,67
25,Male,Tier 2,Mechanical,7.55,348,2,7,1,81
24,Other,Tier 1,Computer Science,8.21,601,4,9,6,61
19,Male,Tier 2,Computer Science,7.55,359,0,7,10,44
18,Female,Tier 1,Civil,6.49,500,2,0,1,58
19,Female,Tier 1,Electronics,7.11,189,1,4,3,59
23,Female,Tier 1,Mechanical,8.46,545,3,2,10,82
19,Male,Tier 1,Mechanical,7.02,95,4,0,10,62
23,Other,Tier 3,Electronics,6.37,372,0,8,2,76
23,Other,Tier 2,Information Technology,8.85,212,2,8,2,92
22,Male,Tier 3,Information Technology,5.35,202,1,1,6,99
18,Male,Tier 3,Information Technology,6.35,257,1,5,10,87
19,Female,Tier 3,Electronics,7.66,292,2,8,1,64
22,Female,Tier 2,Civil,7.24,424,1,0,1,42
22,Female,Tier 2,Mechanical,7.47,251,1,3,5,86
22,Other,Tier 3,AI/ML,7.08,495,3,6,7,48
18,Other,Tier 2,Electronics,6.37,240,2,1,9,47
18,Other,Tier 3,Electronics,8.39,280,2,9,1,59
25,Female,Tier 1,Mechanical,8.51,401,2,7,8,94
20,Other,Tier 2,Civil,8.05,30,1,7,1,50
22,Female,Tier 2,Civil,8.23,447,1,5,11,72
20,Other,Tier 3,Computer Science,6.61,21,3,3,8,80
25,Other,Tier 3,Civil,7.5,274,0,4,5,73
24,Female,Tier 3,Data Science,6.79,130,1,6,4,96
25,Male,Tier 2,Information Technology,5.39,229,2,7,7,91
23,Male,Tier 2,AI/ML,7.86,117,1,9,2,94
22,Female,Tier 2,Mechanical,6.52,429,1,6,1,84
24,Female,Tier 1,Civil,8.32,418,2,9,4,47
23,Female,Tier 3,Mechanical,5.99,295,1,1,1,80
25,Male,Tier 3,Data Science,6.44,348,1,7,8,70
25,Male,Tier 1,Electronics,7.45,333,4,0,12,45
18,Other,Tier 3,Civil,7.5,154,2,8,6,69
25,Female,Tier 3,Electronics,8.92,472,3,8,5,62
21,Male,Tier 3,Information Technology,7.96,513,1,2,1,85
25,Male,Tier 2,Information Technology,5.41,98,1,8,11,85
25,Male,Tier 3,Civil,8.06,163,2,4,3,87
18,Other,Tier 1,Mechanical,6.75,588,1,4,5,74
25,Other,Tier 3,Data Science,7.5,174,0,5,4,70
25,Male,Tier 2,Electronics,6.91,457,2,1,10,47
25,Male,Tier 2,AI/ML,7.13,164,1,1,7,78
25,Other,Tier 2,AI/ML,7.33,158,0,10,1,41
20,Male,Tier 3,Mechanical,7.28,448,1,2,7,76
19,Other,Tier 2,Civil,6.64,504,2,9,10,47
18,Male,Tier 1,Computer Science,6.89,157,1,8,8,78
19,Male,Tier 3,Computer Science,5.84,310,3,3,10,92
22,Male,Tier 2,Electronics,5.64,0,3,8,11,53
22,Female,Tier 2,Information Technology,6.22,392,1,4,11,75
25,Female,Tier 3,Information Technology,6.77,193,2,7,10,53
23,Male,Tier 1,Mechanical,6.77,389,2,2,5,95
25,Other,Tier 2,AI/ML,7.52,348,2,10,9,76
20,Other,Tier 2,Electronics,10.0,0,1,8,7,98
20,Other,Tier 2,Civil,6.67,291,4,6,6,51
18,Male,Tier 1,Computer Science,6.23,419,1,0,8,91
21,Other,Tier 2,Computer Science,6.49,255,4,2,7,63
21,Female,Tier 2,Computer Science,7.83,221,2,5,4,97
22,Female,Tier 2,Data Science,7.86,230,0,1,4,70
19,Female,Tier 2,Computer Science,5.37,66,3,3,1,51
25,Other,Tier 3,Computer Science,6.71,349,3,0,2,82
20,Other,Tier 3,Electronics,7.52,200,0,0,7,44
24,Male,Tier 1,Information Technology,5.63,213,1,1,5,55
19,Male,Tier 3,Information Technology,7.74,498,3,0,5,61
23,Other,Tier 3,Data Science,6.93,714,2,0,3,70
24,Male,Tier 3,Electronics,7.32,69,3,5,7,49
20,Male,Tier 2,Data Science,8.42,192,1,0,7,77
23,Female,Tier 3,Information Technology,7.16,365,1,7,8,46
24,Male,Tier 2,Civil,8.1,36,0,1,10,71
24,Female,Tier 3,Mechanical,6.48,163,3,5,1,56
22,Male,Tier 3,Mechanical,6.02,210,2,0,9,74
21,Female,Tier 3,Information Technology,6.68,278,1,2,7,72
19,Female,Tier 3,Information Technology,9.79,0,1,4,3,95
18,Male,Tier 2,Computer Science,8.05,119,3,3,7,63
24,Female,Tier 3,Information Technology,6.52,197,0,4,2,95
24,Male,Tier 1,Data Science,5.38,86,3,5,2,85
20,Other,Tier 2,Electronics,7.69,163,1,6,2,73
25,Male,Tier 3,Civil,8.44,297,2,2,9,88
18,Other,Tier 3,AI/ML,8.49,289,0,2,8,100
21,Female,Tier 3,Mechanical,7.66,523,3,4,12,43
22,Other,Tier 2,Data Science,7.02,260,1,8,9,41
20,Male,Tier 2,Mechanical,7.32,358,0,0,9,74
19,Female,Tier 3,AI/ML,8.66,243,2,10,7,85
23,Other,Tier 1,Computer Science,7.75,371,1,6,2,67
24,Other,Tier 1,Data Science,7.19,375,4,2,6,55
20,Male,Tier 2,Electronics,8.1,149,1,8,1,64
21,Other,Tier 3,Mechanical,6.01,256,3,8,4,80
24,Female,Tier 2,Electronics,7.24,91,1,3,12,88
21,Other,Tier 3,Data Science,7.79,308,2,6,1,85
25,Female,Tier 3,Computer Science,8.86,538,1,7,10,43
18,Male,Tier 2,Civil,7.6,464,2,2,8,67
23,Other,Tier 3,Data Science,9.26,170,0,9,9,99
18,Other,Tier 2,Mechanical,6.42,176,1,6,3,72
23,Female,Tier 2,Computer Science,8.6,314,1,2,9,63
23,Male,Tier 2,Computer Science,9.2,128,0,7,9,72
19,Other,Tier 3,Computer Science,8.3,245,1,5,12,45
25,Female,Tier 3,Computer Science,5.61,159,4,5,2,61
20,Female,Tier 3,Civil,7.2,217,1,3,9,69
20,Male,Tier 3,Mechanical,7.04,259,4,5,7,52
19,Male,Tier 2,Civil,6.16,128,3,9,2,48
24,Other,Tier 2,AI/ML,6.38,278,1,3,7,62
23,Female,Tier 3,Computer Science,6.48,287,1,8,10,60
25,Other,Tier 3,Mechanical,7.2,472,3,3,4,83
21,Male,Tier 3,Information Technology,6.19,582,1,10,4,46
25,Male,Tier 2,Computer Science,7.51,331,2,3,9,98
18,Female,Tier 3,Mechanical,8.24,198,0,2,8,60
24,Other,Tier 1,AI/ML,7.09,279,4,7,4,73
18,Other,Tier 2,Computer Science,6.66,407,2,9,9,50
23,Male,Tier 2,Mechanical,7.56,292,0,0,10,72
19,Female,Tier 2,Civil,6.82,28,1,0,7,89
18,Female,Tier 3,AI/ML,8.81,428,1,8,11,57
25,Other,Tier 1,Information Technology,6.01,399,1,10,10,79
18,Other,Tier 2,Civil,6.59,231,2,9,9,98
22,Other,Tier 2,Electronics,7.69,201,1,5,9,64
21,Male,Tier 3,Civil,7.86,164,2,6,12,67
22,Male,Tier 3,Civil,8.25,241,1,8,1,93
21,Female,Tier 1,Mechanical,6.48,105,2,8,9,71
25,Other,Tier 3,Computer Science,7.02,265,0,7,4,85
23,Female,Tier 3,Electronics,7.92,299,1,9,5,86
25,Male,Tier 3,Computer Science,8.66,352,1,9,8,66
25,Other,Tier 2,Mechanical,7.63,424,1,0,2,61
19,Other,Tier 3,Mechanical,6.07,491,1,5,7,61
23,Other,Tier 3,Mechanical,8.9,337,1,9,3,76
25,Other,Tier 2,Mechanical,5.66,0,2,1,6,89
21,Other,Tier 2,Civil,7.82,487,1,3,10,48
20,Female,Tier 3,Electronics,9.22,328,1,8,12,66
23,Female,Tier 2,Electronics,6.16,528,2,0,9,98
20,Female,Tier 1,AI/ML,7.32,223,2,0,11,65
24,Female,Tier 3,Information Technology,5.48,276,3,9,7,44
19,Female,Tier 2,Data Science,6.63,251,2,5,5,61
22,Female,Tier 1,Information Technology,6.48,305,3,4,11,84
23,Other,Tier 3,Civil,9.06,254,1,7,11,99
24,Female,Tier 2,Data Science,8.06,328,3,9,2,42
19,Female,Tier 1,Information Technology,7.21,134,3,0,11,49
20,Female,Tier 3,Data Science,7.37,292,1,4,10,81
18,Female,Tier 3,Electronics,6.61,309,1,7,11,94
23,Other,Tier 3,Electronics,5.35,136,0,8,9,86
23,Other,Tier 3,AI/ML,8.37,258,0,1,11,62
18,Male,Tier 2,Electronics,6.18,232,2,0,11,55
21,Male,Tier 3,AI/ML,8.05,419,2,4,6,83
18,Female,Tier 3,Mechanical,7.53,178,3,2,5,80
21,Other,Tier 3,Computer Science,6.93,0,2,0,7,68
22,Female,Tier 3,Civil,7.89,166,1,9,10,55
20,Female,Tier 2,Electronics,5.82,218,4,7,1,98
23,Other,Tier 2,Civil,7.48,316,2,1,6,89
19,Other,Tier 1,Data Science,7.4,190,0,3,5,57
24,Other,Tier 2,Information Technology,8.08,156,0,5,10,81
23,Other,Tier 1,Mechanical,6.38,122,0,1,3,73
22,Other,Tier 1,Information Technology,9.0,0,1,5,5,56
25,Male,Tier 2,Electronics,6.54,213,3,7,1,79
20,Female,Tier 2,Electronics,7.09,24,2,3,3,67
18,Female,Tier 3,Computer Science,6.52,293,1,9,12,94
23,Male,Tier 3,Information Technology,6.37,204,0,9,10,67
23,Female,Tier 2,Data Science,7.33,262,2,9,9,83
20,Female,Tier 3,Information Technology,7.39,258,2,1,7,91
20,Female,Tier 3,Mechanical,5.0,88,3,8,12,71
19,Other,Tier 2,Data Science,7.17,368,0,10,4,81
19,Female,Tier 2,Information Technology,6.58,191,0,1,1,91
22,Other,Tier 3,Civil,7.33,323,1,8,11,98
23,Male,Tier 2,Information Technology,5.46,121,0,10,7,52
21,Male,Tier 3,Mechanical,8.11,546,2,10,3,85
25,Female,Tier 1,Computer Science,5.33,254,2,5,3,82
25,Female,Tier 2,AI/ML,7.01,240,2,4,11,59
22,Female,Tier 3,Civil,6.05,235,4,10,7,51
25,Female,Tier 3,Computer Science,6.33,473,3,7,4,82
18,Female,Tier 3,Civil,8.02,119,0,1,11,98
25,Male,Tier 3,Mechanical,6.05,287,1,1,5,57
24,Other,Tier 2,Mechanical,8.34,317,2,1,12,61
18,Male,Tier 2,Electronics,7.61,459,1,6,12,59
21,Other,Tier 1,Information Technology,8.43,154,1,4,2,88
18,Other,Tier 1,AI/ML,6.2,62,0,4,7,88
24,Male,Tier 3,Data Science,7.32,105,1,7,4,93
25,Other,Tier 2,Information Technology,7.33,552,3,6,3,77
18,Female,Tier 1,Data Science,8.05,443,0,6,2,65
18,Female,Tier 1,Mechanical,8.33,415,2,9,11,94
19,Other,Tier 3,Electronics,8.14,403,1,0,10,99
19,Male,Tier 1,Data Science,8.18,132,3,3,1,72
25,Other,Tier 2,Civil,7.52,132,0,3,8,62
20,Female,Tier 3,Civil,6.93,0,0,3,1,95
23,Other,Tier 3,Computer Science,8.1,493,0,3,4,64
24,Female,Tier 3,Civil,6.79,149,4,4,1,74
22,Other,Tier 3,Data Science,7.17,567,2,1,11,55
20,Other,Tier 3,AI/ML,7.48,293,2,5,10,66
19,Other,Tier 3,Computer Science,8.05,0,1,8,12,44
25,Other,Tier 1,Mechanical,6.85,65,2,4,10,56
21,Other,Tier 2,AI/ML,7.92,0,1,9,2,95
18,Other,Tier 2,Mechanical,5.34,145,4,0,11,67
24,Male,Tier 1,Data Science,7.38,239,1,2,10,57
23,Other,Tier 2,Electronics,8.37,191,2,4,11,40
25,Male,Tier 2,Computer Science,7.34,155,0,0,4,45
23,Other,Tier 3,Mechanical,7.98,368,0,2,11,59
22,Other,Tier 3,Electronics,8.41,193,3,3,3,63
21,Male,Tier 2,Civil,6.96,129,3,2,8,98
20,Female,Tier 2,AI/ML,7.33,0,2,5,12,63
19,Male,Tier 2,Computer Science,7.0,351,0,5,11,94
23,Male,Tier 2,Civil,8.13,148,2,5,6,91
21,Other,Tier 2,Computer Science,8.63,335,1,2,6,49
19,Other,Tier 2,Electronics,6.29,141,2,7,10,96
25,Male,Tier 3,Electronics,8.46,139,0,6,12,56
22,Male,Tier 2,Information Technology,7.32,219,1,8,7,51
21,Other,Tier 3,Computer Science,7.69,0,2,2,11,80
18,Female,Tier 2,AI/ML,7.89,226,3,2,7,49
19,Male,Tier 2,Data Science,7.98,194,0,7,12,41
23,Female,Tier 3,Civil,6.81,206,1,10,7,53
18,Other,Tier 1,Data Science,5.74,143,2,5,4,72
20,Other,Tier 1,Data Science,8.61,169,2,10,10,64
24,Female,Tier 3,Electronics,7.34,336,0,10,6,99
22,Female,Tier 3,Information Technology,7.06,327,1,2,10,76
19,Other,Tier 3,Mechanical,5.42,257,0,6,10,77
21,Other,Tier 3,Civil,8.95,164,0,6,3,77
23,Other,Tier 2,Data Science,8.02,154,0,0,4,66
24,Male,Tier 2,Computer Science,7.68,330,2,6,10,59
24,Male,Tier 2,Computer Science,6.82,566,3,0,8,46
24,Other,Tier 1,Information Technology,6.55,437,1,8,11,72
20,Male,Tier 3,AI/ML,6.58,373,1,7,8,94
19,Other,Tier 3,Computer Science,6.92,200,3,3,9,97
23,Female,Tier 2,Data Science,6.84,377,1,1,9,47
20,Other,Tier 1,Information Technology,8.18,251,3,1,2,50
18,Male,Tier 1,Information Technology,5.83,260,0,2,2,71
20,Female,Tier 3,Civil,4.71,418,1,1,2,74
22,Male,Tier 2,AI/ML,8.48,96,3,2,7,45
18,Male,Tier 3,Data Science,7.84,383,0,9,11,93
20,Male,Tier 2,Computer Science,6.11,137,0,10,8,42
22,Male,Tier 1,Data Science,6.69,386,1,9,7,45
25,Male,Tier 1,Information Technology,8.88,21,1,0,12,85
21,Female,Tier 1,Mechanical,7.39,145,2,6,3,60
19,Female,Tier 2,Electronics,7.69,114,2,5,2,53
21,Male,Tier 3,Civil,8.51,123,3,2,5,40
24,Female,Tier 2,Civil,9.43,225,0,6,4,82
23,Other,Tier 1,Computer Science,7.43,225,0,8,5,46
19,Other,Tier 2,Civil,6.55,0,0,1,5,65
23,Female,Tier 2,Information Technology,7.0,585,2,4,7,95
18,Male,Tier 2,Computer Science,7.0,167,0,5,2,78
23,Male,Tier 2,Electronics,4.88,246,0,9,3,64
19,Female,Tier 3,Information Technology,6.87,458,0,10,9,80
25,Male,Tier 1,Computer Science,7.72,250,1,8,8,45
25,Female,Tier 3,Computer Science,5.87,209,1,2,12,85
21,Male,Tier 3,Electronics,7.58,118,2,5,1,75
23,Female,Tier 2,Electronics,7.54,142,1,4,3,91
19,Male,Tier 3,Civil,6.5,252,0,8,3,56
22,Female,Tier 1,Data Science,6.45,403,0,0,8,58
20,Female,Tier 1,Electronics,7.38,381,3,3,11,82
20,Male,Tier 2,Civil,7.8,188,1,1,8,63
18,Female,Tier 3,Electronics,7.17,374,2,8,2,68
19,Male,Tier 3,Data Science,6.71,129,3,8,3,91
24,Female,Tier 2,Information Technology,7.29,221,1,7,7,56
18,Other,Tier 2,Electronics,7.68,53,0,10,2,81
23,Female,Tier 3,Civil,6.96,206,2,2,9,67
19,Female,Tier 2,Information Technology,9.04,490,3,5,11,61
23,Other,Tier 1,Data Science,8.43,199,4,9,9,42
23,Male,Tier 1,Mechanical,6.57,275,1,0,12,82
18,Male,Tier 3,Information Technology,5.95,150,1,6,10,49
19,Other,Tier 2,Civil,5.19,0,1,7,5,98
19,Female,Tier 2,Mechanical,7.26,213,2,7,4,75
24,Female,Tier 2,Electronics,6.0,262,2,7,10,50
21,Male,Tier 3,AI/ML,7.36,426,1,0,4,83
19,Female,Tier 1,AI/ML,8.07,363,1,0,8,65
19,Other,Tier 3,Mechanical,5.67,0,0,5,12,80
20,Male,Tier 2,AI/ML,4.5,448,1,10,4,69
22,Male,Tier 2,AI/ML,8.29,339,1,10,8,85
19,Male,Tier 3,Electronics,6.28,507,1,2,1,68
23,Female,Tier 1,Data Science,6.48,228,4,5,7,95
24,Other,Tier 2,Civil,7.3,255,0,6,4,70
21,Other,Tier 1,Computer Science,7.19,391,1,10,6,70
18,Other,Tier 3,Electronics,6.37,278,3,8,11,79
20,Female,Tier 1,AI/ML,4.67,323,1,6,1,99
21,Other,Tier 1,Computer Science,8.4,386,0,2,3,77
21,Male,Tier 3,Information Technology,6.58,362,1,3,5,76
22,Other,Tier 1,Mechanical,7.7,564,0,6,9,91
20,Other,Tier 2,Information Technology,8.15,200,2,1,9,44
21,Male,Tier 3,Computer Science,6.92,261,0,7,2,66
25,Other,Tier 2,Computer Science,6.2,104,0,7,5,78
19,Male,Tier 2,Computer Science,8.52,352,0,1,7,70
25,Other,Tier 3,Civil,7.49,520,2,5,11,76
25,Other,Tier 3,Computer Science,7.94,0,1,9,6,55
21,Male,Tier 1,AI/ML,5.72,249,2,8,7,46
24,Female,Tier 3,Computer Science,7.69,380,2,4,7,71
18,Female,Tier 2,Computer Science,7.15,112,4,2,1,75
22,Other,Tier 2,AI/ML,5.81,273,0,7,9,81
25,Female,Tier 3,Computer Science,7.58,372,2,3,10,96
24,Female,Tier 3,Electronics,8.14,319,0,6,10,75
21,Female,Tier 3,Data Science,6.73,373,1,1,9,57
25,Other,Tier 2,AI/ML,6.07,14,2,4,6,72
